uid,cat
161710528,0
3374494299,1
14845376,0
511467253,1
22921914,0
1099991072,0
1036721035,0
2782594593,0
19885660,1
3033441051,1
62386478,1
83665521,1
474000059,1
856765286,1
115730034,1
701865272,1
80924523,0
14469996,1
306685579,1
2345257365,1
115774717,1
1246440073,0
3310886090,0
326507914,1
2909474970,0
325233692,1
3676728573,1
3308416362,1
38319647,0
13774632,1
509243264,1
462861372,0
619225560,1
435320201,1
37052188,0
21954690,0
270764067,1
17176889,1
18592146,0
3940871,1
928744998,1
259395895,0
2841329687,0
162126945,0
391026058,1
64073190,0
4222853902,0
112031627,1
84900217,1
3294572733,0
14258321,0
28048130,0
260783200,1
224691435,1
14782218,0
116627322,1
172601086,0
21326558,0
16378093,1
181788279,1
3304602747,1
634122266,0
165539194,0
16089728,1
32514657,0
2292332876,0
3153280087,1
33112792,0
120582940,0
2196236238,0
558251172,1
442368775,0
6300882,1
3106353932,0
33636680,1
23205346,1
100650530,0
3320990138,1
341798242,0
792854598,0
112060161,0
17237178,1
223917282,1
390520212,0
1314883734,0
49085175,0
15691459,0
231108733,1
1228906548,1
108288517,1
400382650,0
278512402,0
125497871,1
2150122297,0
168873266,1
563166753,1
47739450,0
248400230,0
2779645422,1
22146175,0
18276341,0
2889924959,0
408615970,1
122480242,1
272252091,1
1232348810,0
78410944,0
33750798,1
18628275,0
84877964,1
19221501,0
19097357,0
756870727,0
24804822,1
63619403,1
418264878,0
296258254,0
345660600,1
329203277,1
309274068,1
3305534148,1
3121948508,1
177300436,0
321575447,0
209220102,1
131408166,0
302953258,1
524753144,1
3494875341,0
2998317053,0
43404691,1
133456403,0
375949267,1
600581009,1
142505154,1
16469505,1
18137749,1
33301176,0
1654228765,1
48120914,0
20547642,1
624502287,0
299967401,0
469911910,0
372536288,1
50736755,0
244653054,1
19832288,0
302245185,0
16235700,0
3622830612,1
523886156,1
16796174,1
4392505274,0
178662091,1
2247669512,0
2240527756,1
3569888715,1
306305137,0
177009196,0
19817295,0
111164618,1
17755784,0
84178739,0
831188557,1
1531866878,0
37080099,1
374224030,0
466581242,1
337544730,0
499864307,0
757601424,1
234822746,1
481437062,0
111398952,0
1328399958,0
2316032030,0
3950944035,1
77222470,1
413590951,0
1563366920,0
1860881923,0
24852012,0
41526174,1
267251356,1
106796856,1
3239427389,1
3300021572,1
231094495,1
1378442792,0
9480572,1
87071775,1
96261366,0
26284001,1
33180256,0
3287406577,1
4742478198,1
4001931059,1
255356764,0
2911416355,1
347388522,0
1631213089,0
47999614,1
24745957,1
139170905,0
625202452,1
294282102,0
455102293,1
168478353,0
148453195,0
2466142365,0
37947269,0
69792268,0
198323147,1
2206520060,0
1214120449,1
3408980453,1
30654235,0
1305386910,0
379453607,1
45320696,0
636497414,1
277501298,1
338138468,1
456234046,1
428780114,1
3723723982,1
250244825,0
183022483,1
56802497,0
297624392,0
771152516,1
16930125,0
329774468,0
14619975,1
270017791,1
67188131,1
1934932591,1
22132214,0
29463257,0
272884349,1
56144530,0
204943152,0
33412179,1
157875734,1
22860177,1
4102376488,0
2570143998,1
1394884184,1
1558778694,1
493692491,1
47471598,0
1634552636,0
3416166383,1
100223701,0
40015623,1
21443,1
304043671,1
56551015,1
262756641,1
1150674031,1
106289076,1
898245151,0
126885579,0
3408826877,0
290368392,0
321860015,1
2628711701,0
475395057,0
329582140,0
141436861,1
4851356903,1
3179430854,1
180560224,1
75996970,1
16731880,0
17339058,1
2421121724,1
2581330745,1
706432155,1
354439301,1
16998202,1
461699669,1
4141758753,1
262060224,1
228071771,0
4172344582,1
17203859,1
228774722,0
456354514,0
1439966636,0
219429281,1
2368273843,0
2372168846,0
55369810,0
733010480,1
2214894385,1
582981152,0
1904470932,0
16413730,1
1681327724,0
4804661611,0
1902826232,1
175991285,1
6585902,0
74634858,1
711716678,0
628753972,0
191575386,1
140286523,1
422278628,1
804703158,0
1242168684,1
3190271899,1
53516739,0
227391151,0
732071702,0
4530031518,0
105858730,1
228139777,1
475270232,1
166048924,0
933148506,0
3233697508,1
313122320,1
716594408,1
42761057,1
71584509,1
16323844,0
113490650,0
71374488,1
16215601,1
26679552,0
381281965,0
3270270356,1
3188866794,1
301508016,1
502092445,0
96703242,0
69770888,1
1117254505,1
2655353923,0
22683985,0
169740930,1
131014169,0
866681990,1
473355611,0
714328879,1
184962286,1
863037013,0
37960294,1
14839147,0
91671740,0
615368617,0
1305264224,0
373623608,0
3146468737,0
15731751,1
142761639,0
224864463,1
23983382,0
280664117,0
3470996714,0
18648536,0
1661392244,0
588052995,1
1681008786,0
1158729300,0
137355680,0
31137607,0
490042929,0
384540148,0
16303106,0
2203915058,1
369235787,0
603970857,1
15089643,1
260559365,1
16047618,0
417420642,0
28942395,1
827292985,0
23191886,1
32304094,1
3112208255,0
53670390,0
387819553,0
914980836,0
1447899222,1
2278389301,1
285773673,1
17152067,0
23450558,1
39085838,1
50452197,0
169785728,1
97086952,0
279385886,1
4851738376,1
63883653,0
3891308595,1
1665664009,0
293882759,1
43797909,1
7651862,0
607794876,1
3330842734,0
3555543194,0
1168980440,1
340153435,0
60744874,1
976664240,0
336270770,1
168843567,1
801040298,0
2861899293,1
223789673,0
21132379,1
320411235,0
616820664,1
183749519,0
582051214,0
834594848,1
230974399,0
108564843,1
3902745922,1
2842023901,0
19358918,0
318642543,0
51241574,0
72652504,1
2802449487,1
2485680174,1
16646202,1
18915145,1
4321083313,0
3299812743,1
16927626,1
17465819,1
48117116,0
129722893,0
790471530,1
340514090,1
562661351,1
4750780386,1
18277655,0
4452743837,0
4043893096,1
207819164,0
279758985,1
351087814,0
1010284940,1
77329593,1
18360042,0
904731847,0
2961815209,0
6431862,1
3427517943,1
243278482,0
35884202,0
2790838814,0
290526001,1
28628850,0
281283042,1
625630417,0
195711747,0
317090188,0
3330355619,0
240471136,1
98527416,1
3135871410,0
51707787,0
108180712,0
2663115926,0
217550103,1
451124494,1
1624071703,0
282926791,1
330502336,1
20796447,1
22834860,1
3332072878,1
850116620,0
3317236050,0
3329066670,1
345470266,0
36806414,1
4524501,1
119118595,0
15483390,1
885256663,0
35216399,1
280564631,1
2836823911,0
23970171,0
3095905443,0
277382495,0
17516275,0
264457638,0
20652930,1
3317288726,1
15603299,0
8699612,0
28046830,1
2660927015,1
4861489005,1
140847427,0
3588336613,1
52163506,1
14499288,1
114670081,0
83507732,0
569430873,0
176340974,0
33248335,1
313060325,0
141108912,0
15697325,0
284471598,0
29031839,0
52912635,0
6075772,1
3015889533,0
4063186697,0
167689860,0
1664731507,0
3433123032,1
61599644,1
1260225799,0
116604329,1
373564009,0
3291670195,1
803192996,0
2705610376,1
30559248,0
25967290,0
606640189,0
323440720,0
216425548,1
321492437,1
25252691,0
3335532197,1
2641666044,0
27667977,0
4321196248,0
2850888565,0
2543575767,1
423437151,1
2529561,1
40297970,1
2427719191,0
931802160,0
566048130,1
2594027228,0
704121715,1
999752310,0
3247117472,0
441440321,0
88456832,0
280673445,1
76208099,1
125890579,1
248699486,1
560778750,0
350032839,1
856846262,1
552286174,1
2420941400,1
191216906,1
498223316,0
32260931,1
1697174628,1
93275632,0
24243914,0
19292140,1
108376246,0
27986000,0
242253020,1
336599152,1
61000954,1
365687902,1
26322515,1
536528296,0
5652102,0
2598906560,0
72757174,1
